MSW_Order,MSW_Binomial,ActivityCycle,AgeatEyeOpening_d,AgeatFirstBirth_d,BasalMetRate_mLOhr,DietBreadth,DispersalAge_d,GestationLen_d,HabitatBreadth,HomeRange_km,HomeRange_Indiv_km,InterbirthInterval_d,LitterSize,LittersPerYear,MaxLongevity_m,PopulationDensity_n_km,PopulationGrpSize,SexualMaturityAge_d,SocialGrpSize,TeatNumber,Terrestriality,TrophicLevel,WeaningAge_d,AdultBodyMass_g_EXT,LittersPerYear_EXT,NeonateBodyMass_g_EXT,WeaningBodyMass_g_EXT,GR_Area_km,GR_MaxLat_dd,GR_MinLat_dd,GR_MidRangeLat_dd,GR_MaxLong_dd,GR_MinLong_dd,GR_MidRangeLong_dd,HuPopDen_Mean_n_km,HuPopDen_Change,ref_count
Rodentia,Calomys laucha,NA,NA,NA,NA,3,NA,25,2,NA,NA,NA,5.3,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,1239274,-15.11,-39.11,-27.11,-53.67,-65.97,-59.82,22.38,0.07,4
Rodentia,Calomys lepidus,NA,NA,NA,28.8,NA,NA,NA,1,NA,NA,20.75,4.29,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4.69,NA,NA,593465.1,-9.22,-23.53,-16.37,-64.61,-76.61,-70.61,15.44,0.06,3
Rodentia,Calomys musculinus,NA,NA,NA,27.59,3,NA,20.97,1,NA,NA,NA,6.27,NA,NA,253.33,NA,76.03,NA,NA,1,2,NA,NA,NA,NA,NA,869814.79,-22.73,-40.5,-31.61,-57.54,-68.49,-63.02,28.74,0.08,7
Rodentia,Calomys sorellus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205439.89,-6.35,-16.74,-11.55,-70.55,-79.24,-74.89,23.07,0.06,0
Rodentia,Calomys tener,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,915351.64,-12.41,-24.88,-18.65,-40.09,-49.17,-44.63,90.74,0.06,1
Rodentia,Calomys tocantinsi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Calomys venustus,NA,NA,NA,70.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Rodentia,Calomyscus bailwardi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,354.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102086.07,34.05,29.11,31.58,53.58,48.88,51.23,42.95,0.12,2
Rodentia,Calomyscus baluchi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29169.13,35.11,29.1,32.11,69.67,67.12,68.4,96.98,0.31,NA
Rodentia,Calomyscus elburzensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204039.71,38.27,34.18,36.22,63.24,52.21,57.72,30.84,0.15,NA
Rodentia,Calomyscus grandis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Calomyscus hotsoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231.5,26.85,26.69,26.77,65,64.83,64.92,13.5,0.12,NA
Rodentia,Calomyscus mystax,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.99,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Rodentia,Calomyscus tsolovi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.78,32.63,32.6,32.62,36.11,36.08,36.09,156,0.18,NA
Rodentia,Calomyscus urartensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5580.24,39.54,38.53,39.04,45.78,45.04,45.41,55.42,0.05,NA
Diprotodontia,Caloprymnus campestris,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
Carnivora,Atelocynus microtis,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,132,NA,NA,NA,1,NA,1,3,NA,NA,NA,NA,NA,7634256.6,4.79,-32.31,-13.76,-43.54,-78.61,-61.08,7.43,0.12,3
Rodentia,Atherurus africanus,1,0,NA,NA,5,NA,108.18,2,0.12,0.1,NA,1.5,2.75,274.8,NA,NA,NA,1,NA,2,2,45.37,NA,NA,NA,NA,5140711.56,12.42,-12.53,-0.05,36.65,-16.62,10.01,44.07,0.12,7
Rodentia,Atherurus macrourus,1,NA,NA,NA,5,NA,NA,2,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,2597040.51,31.4,-5.94,12.72,111.03,92.34,101.69,111.44,0.1,2
Carnivora,Atilax paludinosus,2,11.5,NA,NA,6,NA,77.27,2,1.73,1.62,182.5,2,2,209,NA,NA,234.83,NA,4,1,2,35.89,NA,NA,NA,NA,14296320.45,17.06,-34.83,-8.88,41.88,-16.82,12.52,37.15,0.13,4
Rodentia,Atlantoxerus getulus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179364.26,34.96,28.29,31.63,-3.27,-10.01,-6.64,77.86,0.06,2
Rodentia,Auliscomys boliviensis,3,NA,NA,110.59,NA,NA,NA,1,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,207032.77,-14.83,-19.94,-17.39,-64.89,-72.09,-68.49,23.75,0.06,4
Rodentia,Auliscomys pictus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309321.99,-10.22,-17.82,-14.02,-66.9,-76.72,-71.81,20.05,0.05,1
Rodentia,Auliscomys sublimis,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,497531.43,-13.4,-24.79,-19.09,-64.22,-73.34,-68.78,13.3,0.06,1
Primates,Avahi laniger,1,NA,941.7,NA,3,NA,136.15,2,0.01,0.01,365,1.01,1,NA,84.85,NA,NA,2,2,2,1,149.15,NA,NA,32.97,NA,85075.49,-14.08,-25.17,-19.63,50.45,46.57,48.51,39.98,0.18,17
Primates,Avahi occidentalis,2,NA,NA,NA,1,NA,NA,1,0.01,0.02,NA,1.02,NA,NA,66.99,NA,NA,3,NA,2,1,NA,NA,NA,NA,NA,7563.78,-15.61,-19.15,-17.38,47.59,44.63,46.11,10.79,0.14,9
Primates,Avahi unicolor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2508.24,-13.77,-14.47,-14.12,48.58,48.01,48.3,14.75,0.18,NA
Artiodactyla,Axis axis,NA,NA,NA,NA,NA,NA,227.49,NA,0.67,2.67,425.83,1.01,NA,249.6,6.69,NA,543.68,NA,NA,NA,NA,121.66,NA,1.01,NA,NA,2041090.04,28.58,5.91,17.25,89.82,73.11,81.46,361.47,0.09,10
Artiodactyla,Axis calamianensis,3,NA,NA,NA,NA,NA,224,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1345.4,12.33,11.66,11.99,120.34,119.84,120.09,36.99,0.21,3
Artiodactyla,Axis kuhlii,3,NA,NA,NA,2,NA,227.49,NA,NA,NA,NA,1.22,1.3,NA,4.44,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,197.86,-5.72,-5.86,-5.79,112.73,112.56,112.64,625,0.01,4
Artiodactyla,Axis porcinus,NA,NA,NA,NA,3,NA,220.13,NA,0.52,NA,NA,1,NA,240,16.5,NA,464.04,1.8,NA,NA,1,NA,NA,NA,NA,NA,2017514.05,32.58,8.55,20.57,107.57,67.83,87.7,144.43,0.09,7
Artiodactyla,Babyrousa babyrussa,3,NA,NA,NA,6,NA,156.5,1,NA,NA,NA,1.73,1.5,288,NA,NA,362.5,4.5,4,1,2,212.91,NA,NA,NA,NA,13309.7,-1.62,-3.84,-2.73,127.26,124.33,125.8,12.93,0.01,8
Artiodactyla,Babyrousa bolabatuensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Artiodactyla,Babyrousa celebensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47657.62,1.55,-4.31,-1.37,125.29,119.82,122.55,45.21,0.07,NA
Cetacea,Balaenoptera musculus,NA,NA,NA,NA,1,NA,326.97,1,NA,NA,821.25,1,0.45,1320,NA,1,1959.8,1.25,NA,NA,3,211.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
Cetacea,Balaenoptera physalus,NA,NA,NA,NA,2,NA,338.36,1,NA,NA,730,1.01,0.37,1392,NA,1.5,2666.41,NA,NA,NA,3,196.58,NA,NA,NA,6395530.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
Chiroptera,Balantiopteryx infusca,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,9.05,NA,NA,NA,68801.56,1.43,-2.73,-0.64,-78.29,-80.97,-79.63,83.28,0.11,2
Chiroptera,Balantiopteryx io,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,211758.21,18.8,15,16.9,-88.21,-96.39,-92.3,40.29,0.13,6
Chiroptera,Balantiopteryx plicata,1,NA,365,NA,1,NA,138.81,1,NA,NA,NA,0.99,1,NA,NA,112.5,NA,NA,NA,2,3,58.59,NA,NA,NA,NA,841946.43,27.13,9.36,18.24,-71.82,-110.03,-90.93,88.19,0.09,11
Chiroptera,Balionycteris maculata,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,870187.37,7.09,-5.94,0.57,119.26,95.18,107.22,90.03,0.14,8
Rodentia,Bandicota bengalensis,NA,NA,91.25,NA,NA,NA,18.89,NA,NA,NA,61.9,7.29,5.9,NA,NA,NA,63.52,NA,NA,NA,NA,30.03,NA,NA,NA,NA,3698085.54,34.2,5.91,20.06,97.54,66.5,82.02,320.61,0.09,2
Rodentia,Bandicota indica,NA,NA,272.5,NA,NA,NA,20.26,NA,NA,NA,71.25,6.12,NA,NA,NA,NA,145.81,NA,NA,NA,NA,27.3,NA,2.51,NA,NA,6308602.34,34.13,5.91,20.02,122,62.27,92.13,264.57,0.09,2
Artiodactyla,Cephalophus niger,NA,NA,NA,NA,7,NA,126,1,NA,NA,NA,1,NA,122.04,1.14,NA,NA,NA,4,1,2,89.49,NA,NA,NA,NA,726891.4,9.29,4.29,6.79,6.75,-13.29,-3.26,100.88,0.1,6
Artiodactyla,Cephalophus nigrifrons,2,NA,NA,NA,4,NA,NA,1,NA,NA,NA,NA,NA,236.4,2,NA,NA,NA,4,1,1,NA,NA,NA,NA,NA,2766201.07,5.12,-9.85,-2.36,37.79,8.69,23.24,27.94,0.13,7
Artiodactyla,Cephalophus ogilbyi,3,NA,NA,NA,NA,NA,121.66,NA,0.07,0.08,NA,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,231511.16,7.15,-3.46,1.84,12.62,5.99,9.31,104.03,0.09,5
Artiodactyla,Cephalophus rufilatus,3,NA,794.63,NA,5,NA,233.99,1,NA,NA,NA,1,NA,114,3.18,NA,NA,1,4,1,2,85.59,NA,NA,NA,NA,3098970.49,16.1,2.73,9.41,31.61,-17.53,7.03,46.79,0.11,7
Artiodactyla,Cephalophus silvicultor,2,NA,NA,NA,5,NA,234.43,1,NA,NA,306,1,NA,207.96,0.5,NA,NA,1,4,1,2,34.9,NA,1.2,NA,NA,6018051.89,13.58,-17.38,-1.89,37.39,-16.79,10.29,36.82,0.13,9
Artiodactyla,Cephalophus spadix,1,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,65.04,NA,NA,NA,NA,4,1,1,NA,NA,NA,NA,NA,36583.37,-2.6,-9.48,-6.04,38.83,33.33,36.08,49.38,0.16,5
Artiodactyla,Cephalophus weynsi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1692834.41,5.14,-6.81,-0.83,37.26,16.17,26.72,42.21,0.16,0
Artiodactyla,Cephalophus zebra,NA,NA,NA,NA,3,NA,223.89,1,NA,NA,NA,1,NA,146.04,NA,NA,NA,NA,4,1,2,13.64,NA,NA,NA,NA,171546.51,8.55,4.35,6.45,-5.5,-11.79,-8.64,37.94,0.03,6
Cetacea,Cephalorhynchus commersonii,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,0.98,NA,216,NA,NA,2207.29,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
Cetacea,Cephalorhynchus eutropia,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,0.97,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Cetacea,Cephalorhynchus heavisidii,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
Cetacea,Cephalorhynchus hectori,3,NA,2920,NA,1,NA,NA,1,NA,NA,NA,1,0.42,240,NA,11,2768.53,5,NA,NA,3,355.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
Perissodactyla,Ceratotherium simum,2,NA,2463.75,NA,1,902.99,534.19,1,19.09,19,967.25,1,NA,600,0.47,3.75,2741.23,NA,NA,1,1,365,NA,0.67,NA,NA,3184467.13,9.74,-29.91,-10.08,39.53,12.96,26.25,18.23,0.11,23
Diprotodontia,Cercartetus caudatus,1,49.5,465,NA,3,NA,NA,3,NA,NA,183,2.37,2,38.4,49.99,NA,464.04,3,4,2,2,76.04,NA,NA,NA,NA,221311.97,-1.09,-18.08,-9.58,150.93,133.77,142.35,8.67,0.13,14
Diprotodontia,Cercartetus concinnus,1,NA,410.62,22.32,NA,NA,52.14,2,NA,NA,122,4.6,1,NA,NA,NA,NA,NA,6,2,NA,49.99,NA,NA,NA,NA,611282.88,-29.99,-37.65,-33.82,142.31,114.97,128.64,5.63,0.03,9
Diprotodontia,Cercartetus lepidus,1,NA,NA,18.77,2,NA,NA,2,NA,NA,365,3.33,NA,NA,NA,NA,NA,NA,4,2,2,89.99,NA,1.1,NA,NA,93697.61,-34.31,-43.64,-38.97,148.35,136.53,142.44,4.17,-0.06,7
Diprotodontia,Cercartetus nanus,1,NA,152.08,55.9,4,NA,NA,2,0.005564565,0.00522055,139.25,3.96,2,96,788.66,NA,193.8,NA,4,2,2,62.5,NA,NA,NA,NA,378748.79,-26.49,-43.64,-35.06,153.63,139.66,146.65,35.3,0.04,12
Primates,Cercocebus agilis,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1068616.42,8.86,-1.04,3.9,31.17,11.11,21.14,13.6,0.08,2
Primates,Cercocebus atys,3,NA,NA,NA,NA,NA,165.08,NA,NA,NA,394.2,1.01,NA,321.6,8.85,NA,1321.67,35,NA,NA,NA,NA,NA,1.05,NA,NA,440620.58,11.49,4.35,7.92,0.66,-15.07,-7.2,78.72,0.08,8
Primates,Cercocebus chrysogaster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,564761.67,1.6,-7,-2.7,26.36,16.18,21.27,15.17,0.18,NA
Primates,Cercocebus galeritus,3,NA,2372.5,NA,2,NA,174.43,2,0.51,NA,NA,1.01,NA,252,70.11,26,2735.94,20.35,NA,2,1,NA,NA,NA,NA,NA,20246.09,-0.92,-3.29,-2.1,40.61,39.49,40.05,13.99,0.17,16
Primates,Cercocebus sanjei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59607.49,-7.32,-9.94,-8.63,37.88,35.24,36.56,15.78,0.17,NA
Primates,Cercocebus torquatus,3,NA,1704.55,NA,1,NA,168.98,NA,NA,NA,434.35,1.01,NA,360,40.15,21.1,1318.86,26.85,NA,NA,1,NA,NA,1,NA,NA,362869.59,10.99,-2.58,4.2,11.42,-15.07,-1.82,126.14,0.12,14
Primates,Cercopithecus albogularis,3,NA,NA,NA,4,NA,NA,NA,0.13,NA,NA,1.02,NA,NA,NA,NA,NA,32.5,NA,NA,2,NA,NA,NA,NA,NA,1057710.32,7.78,-33,-12.6,46.05,25.97,36.01,48.46,0.15,2
Primates,Cercopithecus ascanius,3,NA,1825,NA,4,NA,148.5,NA,0.16,0.26,1580.45,1.01,NA,339.6,105.79,34,1718.73,26.3,NA,NA,2,146.54,NA,0.52,NA,NA,3012180.23,6.79,-12.21,-2.71,35.34,12.27,23.8,30.04,0.15,15
Primates,Cercopithecus campbelli,3,NA,NA,NA,3,NA,180.8,NA,0.01,0.03,NA,1.02,NA,396,NA,NA,NA,11,NA,NA,1,362.93,NA,NA,NA,NA,262404.57,12.7,4.35,8.53,-7.51,-16.79,-12.15,54.66,0.01,10
Primates,Cercopithecus cephus,3,NA,1825,NA,3,NA,169.51,1,0.24,0.35,NA,1.01,NA,276,21.04,8,1521.9,11,NA,2,2,362.93,NA,NA,NA,NA,898367.43,5.2,-6.05,-0.42,18.64,8.69,13.66,18.25,0.08,19
Primates,Cercopithecus denti,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402606.02,4.16,-3.05,0.55,31.11,22.91,27.01,34.34,0.15,1
Primates,Cercopithecus diana,3,NA,1961.87,NA,3,NA,NA,NA,1.25,1.89,365,1.01,NA,447.6,16.47,24,2279.95,24.95,NA,NA,2,362.93,NA,1.1,NA,NA,177249.87,8.95,4.35,6.65,-6.17,-12.73,-9.45,37.3,0.00406689669303075,14
Primates,Cercopithecus doggetti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53746.06,-0.57,-4.02,-2.3,31.8,28.84,30.32,167.03,0.06,NA
Primates,Cercopithecus dryas,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151925.19,0.95,-4.14,-1.59,24.52,21.18,22.85,8.19,0.14,3
Primates,Cercopithecus erythrogaster,3,NA,NA,NA,2,NA,NA,1,NA,NA,NA,1.02,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,102343.83,7.66,4.45,6.06,6.75,1.55,4.15,260.97,0.15,6
Primates,Cercopithecus erythrotis,3,NA,NA,NA,2,NA,NA,1,NA,NA,NA,1.02,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,87403.19,6.74,3.2,4.97,11.42,7.92,9.67,94.55,0.1,6
Primates,Cercopithecus hamlyni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,328372.58,2.5,-6.02,-1.75,30.03,25.05,27.54,37.94,0.17,NA
Primates,Cercopithecus kandti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18131.24,-1.33,-2.98,-2.16,29.77,28.67,29.22,224.9,-0.00510695895122146,NA
Primates,Cercopithecus lhoesti,3,NA,NA,NA,3,NA,NA,NA,NA,NA,485.45,1,NA,192,4.99,NA,NA,17.4,NA,NA,2,NA,NA,0.95,NA,NA,451166.22,3.74,-6.02,-1.13,31.05,25.05,28.05,48.91,0.15,11
Primates,Cercopithecus lowei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271410.7,8.23,4.37,6.3,0.3,-8.4,-4.04,85.71,0.17,NA
Primates,Cercopithecus mitis,3,NA,2087.8,3455.75,4,NA,138.39,NA,0.1,0.16,565.75,1,NA,325.2,70.39,NA,2049.25,16,NA,NA,2,688.08,NA,0.88,NA,NA,2341818.13,12,-15.82,-1.9,37.98,12.99,25.48,38.24,0.15,15
Primates,Cercopithecus mona,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,652362.31,10.08,3.58,6.83,13.4,-0.94,6.22,120.6,0.13,9
Primates,Cercopithecus neglectus,3,NA,1704.55,NA,3,NA,172.07,2,0.06,0.08,584,1.02,NA,315.6,29.03,NA,2076.39,4.5,NA,2,2,417.62,NA,0.86,NA,NA,2963266.5,8.48,-10.71,-1.11,36.62,9.31,22.96,18.75,0.11,20
Primates,Cercopithecus nictitans,3,NA,NA,NA,4,NA,169.51,1,1.15,1.74,NA,1,NA,276,22.5,13.9,1684.59,16,NA,2,2,NA,NA,NA,NA,NA,2185668.95,9.44,-6.05,1.69,27.38,-11.45,7.96,44.49,0.09,17
Primates,Cercopithecus petaurista,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02,NA,228,25.95,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,619437.28,13.52,4.35,8.93,1.8,-16.82,-7.5,73.6,0.09,7
Primates,Cercopithecus pogonias,3,NA,1825,NA,3,NA,169.51,1,1.15,1.74,NA,1.01,NA,289.2,19.04,13,1684.59,15,NA,2,2,NA,NA,NA,NA,NA,1592652.96,9.13,-6.05,1.53,24.14,7.92,16.03,19.87,0.09,18
Primates,Cercopithecus preussi,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1.02,NA,NA,NA,NA,NA,3,NA,NA,2,NA,NA,NA,NA,NA,60552.81,6.42,3.14,4.78,10.48,7.86,9.17,121.4,0.1,4
Primates,Cercopithecus roloway,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136280.67,7.2,4.73,5.97,-0.68,-7.03,-3.86,102.3,0.16,NA
Primates,Cercopithecus sclateri,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30025.23,6.44,4.37,5.4,8.32,6.69,7.5,376.17,0.14,3
Primates,Cercopithecus solatus,3,NA,1733.75,NA,NA,NA,NA,NA,NA,NA,547.5,1.01,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,0.89,NA,NA,14715.81,-0.03,-1.58,-0.8,12.55,11.29,11.92,1.58,0,5
Primates,Cercopithecus wolfi,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1419828.69,4.01,-7.77,-1.87,31.71,15.86,23.78,21.35,0.16,5
Carnivora,Cerdocyon thous,1,14,NA,1556.56,7,195,57.18,1,1.41,1.49,243.33,3.09,NA,138,3.54,NA,279.15,NA,NA,1,2,72.33,NA,1.35,NA,NA,7091683.41,12.22,-34.68,-11.22,-34.79,-76.57,-55.68,35.64,0.1,8
Artiodactyla,Cervus elaphus,2,NA,993.71,NA,5,NA,235.61,1,58.42,54.81,NA,1.09,NA,321.6,2.9,NA,659.91,17.5,NA,1,1,104.64,NA,NA,NA,NA,14167735.33,64.59,28.23,46.41,141.54,-124.73,8.4,60.79,0.04,20
Artiodactyla,Cervus nippon,2,NA,1095,NA,2,NA,223.66,1,1.43,0.62,NA,1,NA,305.04,0.75,NA,518.12,7.5,4,1,1,197.7,NA,NA,NA,NA,2714652.61,47.71,20.22,33.97,145.82,107.98,126.9,331.55,0.04,10
Chiroptera,Chaerephon aloysiisabaudiae,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,19.54,NA,NA,NA,686927.63,9.03,-1.32,3.85,32.53,-3.33,14.59,23.06,0.13,1
Chiroptera,Chaerephon ansorgei,NA,NA,NA,NA,NA,NA,68.43,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,72.83,14.53,NA,NA,NA,5163213.18,4.78,-28.43,-11.82,37.83,13.39,25.61,27.89,0.16,2
Chiroptera,Chaerephon bemmeleni,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,12.39,NA,NA,NA,3206708.09,8.83,-6.01,1.4,37.12,-10.01,13.55,60.61,0.12,1
Chiroptera,Chaerephon bivittatus,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,3573026.75,16.83,-21.07,-2.12,44.06,26.14,35.1,46.04,0.13,3
Chiroptera,Chaerephon bregullae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10238.58,-14.62,-17.01,-15.81,179.99,-179.99,0,32.07,0.1,NA
Chiroptera,Chaerephon chapini,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,7.49,NA,NA,NA,1035410.19,3.22,-1.45,0.88,37.75,12.17,24.96,36.75,0.14,1
Chiroptera,Chaerephon gallagheri,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,8.1,NA,NA,NA,3529.03,-2.83,-3.44,-3.14,26.07,25.47,25.77,9.8,0.14,1
