host,hostOrder,parasite,parType,banesh,brook,eid,gmpd,nhml,oli
Homo sapiens,Primates,Lactobacillus oris,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Lactobacillus parabuchneri,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Lactobacillus paracasei,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Lactobacillus plantarum,bacteria,0,0,1,0,0,0
Canis lupus,Carnivora,Lactobacillus reuteri,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Lactobacillus reuteri,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Lactobacillus rhamnosus,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Lactobacillus ruminis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Lactobacillus sakei,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Lactobacillus salivarius,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Lactobacillus ultunensis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Lactobacillus vaginalis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Lactococcus garvieae,bacteria,0,0,1,0,0,0
Anas platyrhynchos,Anseriformes,Lactococcus lactis,bacteria,0,0,1,0,0,0
Cyprinus carpio,Cypriniformes,Lactococcus lactis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Lactococcus lactis,bacteria,0,0,1,0,0,0
Cyprinus carpio,Cypriniformes,Lactococcus raffinolactis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Laribacter hongkongensis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Lautropia mirabilis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Leclercia adecarboxylata,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Legionella anisa,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Legionella longbeachae,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Legionella pneumophila,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Leishmania aethiopica,protozoa,0,0,1,0,0,0
Homo sapiens,Primates,Leishmania amazonensis,protozoa,0,0,1,0,0,0
Homo sapiens,Primates,Leishmania braziliensis,protozoa,0,0,1,0,0,0
Canis lupus,Carnivora,Leishmania chagasi,protozoa,0,0,1,0,0,0
Homo sapiens,Primates,Leishmania chagasi,protozoa,0,0,1,0,0,0
Canis lupus,Carnivora,Leishmania donovani,protozoa,0,0,1,0,0,0
Homo sapiens,Primates,Leishmania donovani,protozoa,0,0,1,0,0,0
Homo sapiens,Primates,Leishmania guyanensis,protozoa,0,0,1,0,0,0
Canis lupus,Carnivora,Leishmania infantum,protozoa,0,0,1,1,0,0
Homo sapiens,Primates,Leishmania infantum,protozoa,0,0,1,0,0,0
Homo sapiens,Primates,Leishmania lainsoni,protozoa,0,0,1,0,0,0
Homo sapiens,Primates,Leishmania major,protozoa,0,0,1,0,0,0
Homo sapiens,Primates,Leishmania mexicana,protozoa,0,0,1,0,0,0
Homo sapiens,Primates,Leishmania panamensis,protozoa,0,0,1,0,0,0
Homo sapiens,Primates,Leishmania peruviana,protozoa,0,0,1,0,0,0
Canis lupus,Carnivora,Leishmania tropica,protozoa,0,0,1,0,0,0
Homo sapiens,Primates,Leishmania tropica,protozoa,0,0,1,0,0,0
Homo sapiens,Primates,Leptospira borgpetersenii,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Leptospira inadai,bacteria,0,0,1,0,0,0
Canis lupus,Carnivora,Leptospira interrogans,bacteria,0,0,1,1,0,0
Cebus capucinus,Primates,Leptospira interrogans,bacteria,0,0,1,1,0,0
Cervus elaphus,Artiodactyla,Leptospira interrogans,bacteria,0,0,1,1,0,0
Homo sapiens,Primates,Leptospira interrogans,bacteria,0,0,1,0,0,0
Zalophus californianus,Carnivora,Leptospira interrogans,bacteria,0,0,1,1,0,0
Homo sapiens,Primates,Leptospira kirschneri,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Leptospira licerasiae,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Leptospira noguchii,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Leptospira santarosai,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Leptospira weilii,bacteria,0,0,1,0,0,0
Canis lupus,Carnivora,Leptospira wolffii,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Leptospira wolffii,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Leptotrichia buccalis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Leptotrichia goodfellowii,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Leptotrichia hofstadii,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Leptotrichia shahii,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Leptotrichia trevisanii,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Leptotrichia wadei,bacteria,0,0,1,0,0,0
Passer domesticus,Passeriformes,Leucocytozoon gentili,protozoa,0,0,1,0,0,0
Lagopus muta,Galliformes,Leucocytozoon lovati,protozoa,0,0,1,0,0,0
Anas platyrhynchos,Anseriformes,Leucocytozoon simondi,protozoa,0,0,1,0,0,0
Jynx torquilla,Piciformes,Leucocytozoon squamatus,protozoa,0,0,1,0,0,0
Homo sapiens,Primates,Leuconostoc citreum,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Leuconostoc fallax,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Leuconostoc pseudomesenteroides,bacteria,0,0,1,0,0,0
Canis lupus,Carnivora,Linguatula serrata,arthropod,0,0,1,0,0,0
Marmota flaviventris,Rodentia,Linognathoides marmotae,arthropod,0,0,1,0,0,0
Odocoileus virginianus,Artiodactyla,Lipoptena mazamae,arthropod,0,0,1,1,0,0
Homo sapiens,Primates,Listeria innocua,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Listeria ivanovii,bacteria,0,0,1,0,0,0
Cervus elaphus,Artiodactyla,Listeria monocytogenes,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Listeria monocytogenes,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Listeria seeligeri,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Listeria welshimeri,bacteria,0,0,1,0,0,0
Cyprinus carpio,Cypriniformes,Listonella anguillarum,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Loa loa,helminth,0,0,1,0,0,0
Homo sapiens,Primates,Lysinibacillus sphaericus,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Macracanthorhynchus hirudinaceus,helminth,0,0,1,0,0,0
Canis lupus,Carnivora,Macrococcus bovicus,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Malikia granosa,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mammomonogamus laryngeus,helminth,0,0,1,0,0,0
Homo sapiens,Primates,Mannheimia haemolytica,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mansonella ozzardi,helminth,0,0,1,0,0,0
Homo sapiens,Primates,Mansonella perstans,helminth,0,0,1,0,0,0
Homo sapiens,Primates,Mansonella streptocerca,helminth,0,0,1,0,0,0
Rangifer tarandus,Artiodactyla,Marshallagia marshalli,helminth,0,0,1,1,1,0
Rangifer tarandus,Artiodactyla,Marshallagia occidentalis,helminth,0,0,1,1,1,0
Homo sapiens,Primates,Massilia timonae,bacteria,0,0,1,0,0,0
Anas platyrhynchos,Anseriformes,Megamonas hypermegale,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Megasphaera elsdenii,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Megasphaera micronuciformis,bacteria,0,0,1,0,0,0
Canis lupus,Carnivora,Mesocestoides lineatus,helminth,0,0,1,1,1,0
Homo sapiens,Primates,Mesocestoides lineatus,helminth,0,0,1,0,0,0
Homo sapiens,Primates,Mesorhizobium loti,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Metagonimus yokogawai,helminth,0,0,1,0,0,0
Homo sapiens,Primates,Methylobacterium radiotolerans,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Methylobacterium rhodesianum,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Microbacterium aurum,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Microbacterium esteraromaticum,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Microbacterium flavescens,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Microbacterium foliorum,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Microbacterium hydrocarbonoxydans,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Microbacterium lacticum,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Microbacterium oleivorans,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Microbacterium oxydans,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Microbacterium paraoxydans,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Microbacterium phyllosphaerae,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Microbacterium resistens,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Microbacterium schleiferi,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Microbacterium testaceum,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Microbacterium trichothecenolyticum,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Micrococcus luteus,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mobiluncus curtisii,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mogibacterium diversum,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mogibacterium neglectum,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mogibacterium pumilum,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mogibacterium timidum,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mogibacterium vescum,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Moraxella atlantae,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Moraxella catarrhalis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Moraxella lacunata,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Moraxella lincolnii,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Moraxella nonliquefaciens,bacteria,0,0,1,0,0,0
Canis lupus,Carnivora,Moraxella osloensis,bacteria,0,0,1,1,0,0
Homo sapiens,Primates,Moraxella osloensis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Morganella morganii,bacteria,0,0,1,0,0,0
Ovis canadensis,Artiodactyla,Muellerius capillaris,helminth,0,0,1,0,1,0
Homo sapiens,Primates,Mycobacterium abscessus,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium africanum,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium angelicum,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium arupense,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium austroafricanum,bacteria,0,0,1,0,0,0
Canis lupus,Carnivora,Mycobacterium avium,bacteria,0,0,1,1,0,0
Cervus elaphus,Artiodactyla,Mycobacterium avium,bacteria,0,0,1,1,0,0
Homo sapiens,Primates,Mycobacterium avium,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium bacteremicum,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium bohemicum,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium bolletii,bacteria,0,0,1,0,0,0
Cervus elaphus,Artiodactyla,Mycobacterium bovis,bacteria,0,0,1,1,0,0
Homo sapiens,Primates,Mycobacterium bovis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium branderi,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium canettii,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium celatum,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium chelonae,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium chimaera,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium chlorophenolicum,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium colombiense,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium conceptionense,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium conspicuum,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium elephantis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium fortuitum,bacteria,0,0,1,0,0,0
Oncorhynchus tshawytscha,Salmoniformes,Mycobacterium fortuitum,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium gastri,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium genavense,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium goodii,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium gordonae,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium haemophilum,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium insubricum,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium interjectum,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium intracellulare,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium kansasii,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium kumamotonense,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium lentiflavum,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium leprae,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium lepromatosis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium malmoense,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium mantenii,bacteria,0,0,1,0,0,0
Cyprinus carpio,Cypriniformes,Mycobacterium marinum,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium marinum,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium marseillense,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium microti,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium monacense,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium mucogenicum,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium neoaurum,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium noviomagense,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium parascrofulaceum,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium paraseoulense,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium peregrinum,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium phlei,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium porcinum,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium riyadhense,bacteria,0,0,1,0,0,0
Oncorhynchus tshawytscha,Salmoniformes,Mycobacterium salmoniphilum,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium scrofulaceum,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium senuense,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium seoulense,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium sherrisii,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium shimoidei,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium simiae,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium smegmatis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium szulgai,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium terrae,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium thermoresistibile,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium tilburgii,bacteria,0,0,1,0,0,0
Cervus elaphus,Artiodactyla,Mycobacterium tuberculosis,bacteria,0,0,1,1,0,0
Homo sapiens,Primates,Mycobacterium tuberculosis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium ulcerans,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium vulneris,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycobacterium xenopi,bacteria,0,0,1,0,0,0
Anas platyrhynchos,Anseriformes,Mycoplasma anatis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycoplasma arginini,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycoplasma buccale,bacteria,0,0,1,0,0,0
Falco peregrinus,Falconiformes,Mycoplasma buteonis,bacteria,0,0,1,0,0,0
Canis lupus,Carnivora,Mycoplasma canimucosale,bacteria,0,0,1,0,0,0
Coragyps atratus,Accipitriformes,Mycoplasma corogypsi,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycoplasma faucium,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycoplasma fermentans,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycoplasma genitalium,bacteria,0,0,1,0,0,0
Canis lupus,Carnivora,Mycoplasma haemocanis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycoplasma hominis,bacteria,0,0,1,0,0,0
Ovis canadensis,Artiodactyla,Mycoplasma ovipneumoniae,bacteria,0,0,1,1,0,0
Homo sapiens,Primates,Mycoplasma ovis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycoplasma penetrans,bacteria,0,0,1,0,0,0
Zalophus californianus,Carnivora,Mycoplasma phocicerebrale,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycoplasma pneumoniae,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycoplasma primatum,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Mycoplasma salivarium,bacteria,0,0,1,0,0,0
Zalophus californianus,Carnivora,Mycoplasma zalophi,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Naegleria fowleri,protozoa,0,0,1,0,0,0
Homo sapiens,Primates,Naegleria philippinensis,protozoa,0,0,1,0,0,0
Homo sapiens,Primates,Necator americanus,helminth,0,0,1,0,0,0
Homo sapiens,Primates,Necropsobacter rosorum,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Neisseria bacilliformis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Neisseria cinerea,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Neisseria elongata,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Neisseria flava,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Neisseria flavescens,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Neisseria gonorrhoeae,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Neisseria lactamica,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Neisseria macacae,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Neisseria meningitidis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Neisseria mucosa,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Neisseria pharyngis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Neisseria polysaccharea,bacteria,0,0,1,0,0,0
Canis lupus,Carnivora,Neisseria shayeganii,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Neisseria shayeganii,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Neisseria sicca,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Neisseria subflava,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Neisseria weaveri,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Neisseria zoodegmatis,bacteria,0,0,1,0,0,0
Canis lupus,Carnivora,Neorickettsia helminthoeca,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Neorickettsia sennetsu,bacteria,0,0,1,0,0,0
Canis lupus,Carnivora,Neospora caninum,protozoa,0,0,1,1,0,0
Cervus elaphus,Artiodactyla,Neospora caninum,protozoa,0,0,1,1,0,0
Passer domesticus,Passeriformes,Neospora caninum,protozoa,0,0,1,0,0,0
Isurus oxyrinchus,Lamniformes,Nesippus orientalis,arthropod,0,0,1,0,0,0
Canis lupus,Carnivora,Nocardia abscessus,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Nocardia amamiensis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Nocardia asteroides,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Nocardia beijingensis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Nocardia brasiliensis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Nocardia cyriacigeorgica,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Nocardia exalbida,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Nocardia farcinica,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Nocardia flavorosea,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Nocardia nova,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Nocardia otitidiscaviarum,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Nocardiopsis dassonvillei,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Novosphingobium aromaticivorans,bacteria,0,0,1,0,0,0
Canis lupus,Carnivora,Ochrobactrum anthropi,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Ochrobactrum anthropi,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Ochrobactrum haematophilum,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Ochrobactrum pseudintermedium,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Ochrobactrum pseudogrignonense,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Odoribacter splanchnicus,bacteria,0,0,1,0,0,0
Cercopithecus mitis,Primates,Oesophagostomum stephanostomum,helminth,0,0,1,1,1,0
Pan troglodytes,Primates,Oesophagostomum stephanostomum,helminth,0,0,1,1,1,0
Cervus elaphus,Artiodactyla,Oesophagostomum venulosum,helminth,0,0,1,1,1,0
Homo sapiens,Primates,Okadaella gastrococcus,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Oligella urethralis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Olsenella profusa,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Olsenella uli,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Onchocerca dewittei,helminth,0,0,1,0,0,0
Cervus elaphus,Artiodactyla,Onchocerca flexuosa,helminth,0,0,1,1,1,0
Cervus elaphus,Artiodactyla,Onchocerca jakutensis,helminth,0,0,1,1,1,0
Canis lupus,Carnivora,Onchocerca lupi,helminth,0,0,1,0,1,0
Homo sapiens,Primates,Onchocerca lupi,helminth,0,0,1,0,0,0
Homo sapiens,Primates,Onchocerca volvulus,helminth,0,0,1,0,0,0
Homo sapiens,Primates,Opisthorchis felineus,helminth,0,0,1,0,0,0
Homo sapiens,Primates,Opisthorchis viverrini,helminth,0,0,1,0,0,0
Homo sapiens,Primates,Oribacterium sinus,bacteria,0,0,1,0,0,0
Canis lupus,Carnivora,Orientia tsutsugamushi,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Orientia tsutsugamushi,bacteria,0,0,1,0,0,0
Cervus elaphus,Artiodactyla,Orientobilharzia turkestanicum,helminth,0,0,1,0,0,0
Rangifer tarandus,Artiodactyla,Ostertagia gruehneri,helminth,0,0,1,1,1,0
Homo sapiens,Primates,Ostertagia ostertagi,helminth,0,0,1,0,0,0
Canis lupus,Carnivora,Otodectes cynotis,arthropod,0,0,1,0,0,0
Homo sapiens,Primates,Paenibacillus alvei,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Paenibacillus barengoltzii,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Paenibacillus pasadenensis,bacteria,0,0,1,0,0,0
Canis lupus,Carnivora,Pantoea agglomerans,bacteria,0,0,1,1,0,0
Homo sapiens,Primates,Pantoea agglomerans,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Pantoea brenneri,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Pantoea conspicua,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Pantoea eucrina,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Pantoea septica,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Parabacteroides distasonis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Parabacteroides merdae,bacteria,0,0,1,0,0,0
Phoebastria immutabilis,Procellariiformes,Paraclisis giganticola,arthropod,0,0,1,0,0,0
Homo sapiens,Primates,Paracoccus aminovorans,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Paracoccus marcusii,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Paracoccus marinus,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Paracoccus solventivorans,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Paracoccus yeei,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Paracoccus zeaxanthinifaciens,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Paragonimus africanus,helminth,0,0,1,0,0,0
Homo sapiens,Primates,Paragonimus heterotremus,helminth,0,0,1,0,0,0
Homo sapiens,Primates,Paragonimus kellicotti,helminth,0,0,1,0,0,0
Homo sapiens,Primates,Paragonimus miyazakii,helminth,0,0,1,0,0,0
Homo sapiens,Primates,Paragonimus skrjabini,helminth,0,0,1,0,0,0
Homo sapiens,Primates,Paragonimus uterobilateralis,helminth,0,0,1,0,0,0
Canis lupus,Carnivora,Paragonimus westermani,helminth,0,0,1,0,1,0
Homo sapiens,Primates,Paragonimus westermani,helminth,0,0,1,0,0,0
Homo sapiens,Primates,Paraprevotella clara,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Paraprevotella xylaniphila,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Parascardovia denticolens,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Parascaris equorum,helminth,0,0,1,0,0,0
Homo sapiens,Primates,Parastrongylus cantonensis,helminth,0,0,1,0,0,0
Homo sapiens,Primates,Parasutterella excrementihominis,bacteria,0,0,1,0,0,0
Canis lupus,Carnivora,Parvimonas micra,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Parvimonas micra,bacteria,0,0,1,0,0,0
Canis lupus,Carnivora,Pasteurella canis,bacteria,0,0,1,1,0,0
Homo sapiens,Primates,Pasteurella canis,bacteria,0,0,1,0,0,0
Canis lupus,Carnivora,Pasteurella dagmatis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Pasteurella dagmatis,bacteria,0,0,1,0,0,0
Anas platyrhynchos,Anseriformes,Pasteurella multocida,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Pasteurella multocida,bacteria,0,0,1,0,0,0
Ovis canadensis,Artiodactyla,Pasteurella multocida,bacteria,0,0,1,1,0,0
Pan troglodytes,Primates,Pasteurella multocida,bacteria,0,0,1,1,0,0
Homo sapiens,Primates,Pasteurella pneumotropica,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Pasteurella stomatis,bacteria,0,0,1,0,0,0
Chelydra serpentina,Testudines,Pasteurella testudinis,bacteria,0,0,1,0,0,0
Phalacrocorax auritus,Pelecaniformes,Pectinopygus farallonii,arthropod,0,0,1,0,0,0
Homo sapiens,Primates,Pediculus humanus,arthropod,0,0,1,0,0,0
Pan troglodytes,Primates,Pediculus schaeffi,arthropod,0,0,1,1,0,0
Homo sapiens,Primates,Pediococcus acidilactici,bacteria,0,0,1,0,0,0
