Cargo,Cargo classification,Carrier,Carrier classification,Sequences count,Publications count,Sequences,Publications
anaeroglobus geminatus,Bacteria,homo sapiens,Human,133,0,285163551;285163552;285163553;285163554;285163555;285163556;285163557;285163558;285163559;285163563;285163564;285163568;285163569;285163571;285163573;285163574;285163576;285163578;285163580;285163581;285163582;285163583;285163584;285163585;285163589;285163590;285163591;285163593;285163596;285163597;285163599;285163600;285163602;285163606;285163609;285163610;285163611;285163612;285163613;285163614;285163616;285163617;285163618;285163619;285163620;285163621;285163622;285163623;285163624;285163627;285163628;285163629;285163631;285163635;285163636;285163637;285163638;285163639;285163640;285163641;285163642;285163643;285163644;285163645;285163646;285163647;285163649;285163651;285163653;285163654;285163655;285163656;285163657;285163659;285163661;285163663;285163665;285163666;285163668;285163670;285163672;285163673;285163674;285163676;285163677;285163679;285163680;285163681;285163682;285163683;285163684;285163685;285163688;285163689;285163692;285163693;285163694;285163696;285163697;285163698,NA
anaerostipes caccae,Bacteria,homo sapiens,Human,4,3,13397791;108743307;108743308;265678610,12086188;16672507;18554304
anaplasma bovis,Bacteria,canis lupus,Mammal,3,0,166919345;299829493;299829494,NA
anaplasma marginale,Bacteria,cervus elaphus,Domestic,0,7,NA,501840;1275349;6716555;8627938;11504216;15145495;20952064
anaplasma marginale,Bacteria,odocoileus virginianus,Mammal,0,9,NA,1512876;6716555;7253101;8592360;8667375;10231753;10574545;18263838;2668567
anaplasma ovis,Bacteria,cervus elaphus,Domestic,1,1,306811431,21923269
anaplasma ovis,Bacteria,homo sapiens,Human,1,0,217031311,NA
anaplasma ovis,Bacteria,ovis canadensis,Mammal,1,0,110535336,NA
anaplasma phagocytophilum,Bacteria,canis lupus,Mammal,139,49,53988298;53988299;53988300;53988301;53988302;70955683;70955686;105958833;105958835;105958837;105958839;105958841;105958843;105958845;105958847;105958849;105958851;105958853;105958855;105958857;105958859;105958861;105958863;105958865;105958867;105958869;105959011;105959017;125434649;125434668;125434684;125434702;125434721;125434736;125434751;145395081;145395083;166919344;170294170;170294172;197360744;197360745;208969255;208969256;257437285;281494924;281494925;281494926;281494927;281494928;281494929;281494930;281494931;281494932;281494933;281494934;281494935;281494936;281494937;281494938;281494939;281494940;281494941;281494942;281494943;281494944;281494945;281494946;281494947;281494948;281494949;281494950;281494951;281494952;281494953;281494954;281494955;281494956;281494957;281494958;281494959;281494960;281494961;281494962;281494963;281494964;281494965;281494966;281495165;281495167;281495169;281495171;281495173;281495175;281495177;281495179;281495181;281495183;281495185;281495187,7542262;8686178;9364226;10203480;10203481;10405394;11560261;11574571;12075539;12499227;12653141;14605197;14677903;15228721;16011426;16204571;16299364;16584330;16619631;17114768;17553970;17554436;17575245;17682851;17993656;19120182;19248653;19354021;19527130;19575231;20077398;20377869;20377872;20832089;20846015;21041333;21199155;21529407;21777736;22058372;21846585;21827514;20145730;19915816;19761477;16846745;16231653;14532192;12825352
anaplasma phagocytophilum,Bacteria,cervus elaphus,Domestic,78,1,20514238;20514239;20514241;20799386;20799388;20799396;20799406;20799408;86142128;141592182;157313353;158347443;158347445;158347449;158347453;158347455;158347457;189418857;194245796;194245798;194462379;194462380;225810600;225810602;225810604;225810605;225810606;225810609;225810610;226295462;226295464;257449279;257449280;259017808;260447219;260447221;260447235;260447237;260447239;260447247;262340529;262340530;262340531;270504736;270504738;270504740;270504742;270504744;270504746;281494834;281494835;281494836;281494837;281494838;281494839;281494840;281494977;281494979;281494981;281494983;281494985;281494987;281494989;281494991;281494993;281494995;281494997;339717197;339717199;339717201;339717203;339717205;339717207;339717209;339717211;339717213;353023909;353023911,21323423
anaplasma phagocytophilum,Bacteria,homo sapiens,Human,126,137,3169880;3694987;3694988;5759178;5759186;5759191;5759203;7229236;7229238;7229240;7229242;7229244;7229246;7229250;7229252;7229254;7229256;62275673;62548345;68164063;105958871;105958873;105958875;105958877;105958879;105958881;105958883;105958885;105958887;105958889;105958891;105958893;105958895;105958897;105958899;105958901;105958903;105958905;105958907;105958909;105958911;105958913;105958915;105958917;105958919;105958921;141452528;141452539;141452551;141452564;141452573;141452582;141452591;141452596;141452605;141452618;145395069;145395071;145395073;194359409;194359410;194359411;194359412;194359413;194359414;194359415;194359416;241992389;241992391;241992393;241992395;241992397;241992399;241992401;241992403;241992405;241992407;241992409;241992411;241992413;241992415;241992417;241992419;241992421;241992423;241992425;241992427;241992429;241992431;241992433;241992435;241992437;241992439;241992441;281494912;281494913;281494914;281494915;281494916;281494917,7561173;7561199;8195363;8686178;8900357;8966998;9041353;9163463;9364226;9476244;9725096;9988323;10203480;10203481;10325386;10405394;10432075;10476747;10574529;10593061;10608792;10618115;10666819;10722570;10761721;10772341;11427556;11450674;11560261;11574571;11854198;12038153;12211602;12354885;12485358;12499227;12653141;12737542;676008;12804164;12812342;12860603;12860623;12938008;12740667;14677903;12553302;15228721;11838215;11347666;11073767;15962800;16081884;10941735;10816490;16417431;16481545;16481551;10754283;10678916;16524782;16584330;16619631;16621285;16865969;10479099;16989567;17114685;17114687;17114753;17114773;17397342;10330196;10225882;10198216;17682851;9801331;9650957;9593039;9554683;9498456;9213773;9125168;18287755;18378408;18603403;8985223;8967671;8950565;19281295;7542262;15122530;14605197;19556569;19635886;19543390;15358660;20077398;15696612;15856623
anaplasma phagocytophilum,Bacteria,odocoileus virginianus,Mammal,10,0,73334485;73334512;73334543;73334597;73334628;73334669;73671781;73671782;90110385;90110386,NA
anaplasma platys,Bacteria,canis lupus,Mammal,38,9,33331026;103064359;103064378;103064400;119496991;124110397;168495545;189098237;189098239;189098241;189098243;189098245;208969245;208969246;208969247;208969248;208969249;208969250;208969251;208969252;208969253;208969254;224830215;265264981;265264983;265264985;338808603;338808605;338808607;338808609;338808611;338808613;338808615;338808617;345114219;398313949;400530096;402810447,1911994;2301842;9308149;10424661;10535642;15971830;16629989;17920967;19287032
anaticola anseris,Arthropod,anser anser,Domestic,2,0,21635566;21635723,NA
anaticola crassicornis,Arthropod,anas platyrhynchos,Domestic,3,0,14164635;21635568;27369099,NA
ancistrona vagelli,Arthropod,fulmarus glacialis,Aves,3,0,10798866;14164643;27369109,NA
ancylostoma braziliense,Helminth,homo sapiens,Human,1,2,353684719,13354897;15325050
ancylostoma caninum,Helminth,canis lupus,Mammal,8,100,496967;833846;1617257;109390590;109390923;256855656;256855657;310751732,11520444;14535350;16457480;18251025;19138449;19303213;20236557;569954;754133;987625;1293225;1639163;1788941;1883101;2309388;3839115;3980144;4915918;5505148;5761146;6020124;6703448;7103181;7119989;7195002;7293557;7629782;7740860;7782242;7877002;8187655;8304575;8334456;8525283;9300373;9563164;9766908;9920326;10726989;10855829;10856514;10899352;11281703;11850956;12526725;12561926;12902720;12913550;12953933;13302654;14514443;15041099;15199048;15313129;15325050;15979737;16140437;16177370;16276682;16899340;17136387;17762941;18060430;18605779;18710918;18753127;19059189;19210793;19545525;19575222;20145100;20176441;20189454;21110909;21144127;21395413;21846585;21895692;21139871;19522305;17614203;14017192;11890293;11563722;7131187;6068075;5913041;5882555;5504481;5469538;5419452;4721752;1145238;1138040;1015057;721684;614029;553473;295548;8065823
ancylostoma caninum,Helminth,homo sapiens,Human,21,42,292680459;292680460;292680461;344939763;353684703;353684704;353684705;353684706;353684707;353684708;353684709;353684710;353684711;353684712;353684713;353684714;353684715;353684716;353684717;353684718;407724933,1293225;6527002;7477098;7528750;7677217;8187655;8304575;8334456;8525283;8663418;8858139;8885227;9243305;9634780;9920326;10531396;10856514;11377744;11382723;11850956;12011050;12089349;12362234;12526725;12561926;12902720;14514443;14597974;14717968;15325050;16140437;16276682;16545815;16899340;17136387;17940973;18753127;19059189;19556583;20145100;21395413;21907287
ancylostoma ceylanicum,Helminth,canis lupus,Mammal,6,7,109156894;110588926;111054387;111054388;111054389;111054390,4082263;6520374;6740554;7084406;16037096;19911198;20349196
ancylostoma ceylanicum,Helminth,homo sapiens,Human,25,12,18077675;292680462;339460099;339460100;339460101;339460102;339460103;339460104;339460105;339460106;344939759;344939760;344939761;344939762;353684692;353684693;353684694;353684695;353684696;353684697;353684698;353684699;353684700;353684701;353684702,1570175;3182019;3543360;4082263;6740554;11294670;12556146;16037096;17005719;19556583;20591121;22170062
ancylostoma duodenale,Helminth,homo sapiens,Human,9,22,18873632;19073878;292680359;292680360;292680361;292680362;292680466;292680467;308229871,1179482;1570175;2208633;6432471;6716541;8064535;8115178;8334456;10437966;10540302;10546842;11585781;13933807;15462956;15941421;15997587;16913526;17374982;17978072;18482460;19446556;22014000
andes virus,Virus,homo sapiens,Human,21,14,30313861;30313864;30314003;75858358;75858360;75858362;75858364;166007406;166007408;166007414;166007424;166007426;166007428;171918529;171918531;319444253;319444255;319444257;319444259;319444261;319444263,9499807;12224579;14513715;14758117;15353962;16428893;17133547;17202220;18325254;18394724;18814258;19279096;21161552;18719741
andracantha gravida,Helminth,phalacrocorax auritus,Aves,3,0,166836295;166836307;166836317,NA
angiostrongylus cantonensis,Helminth,homo sapiens,Human,0,40,NA,756025;1163634;1738873;1869351;2301708;3576290;7010689;7086927;7149098;7318930;7369450;9073023;9515269;9612787;9773048;11113256;11414459;11556581;11605804;12041575;12744624;15141273;16168994;16485498;17703945;17928005;18318936;18327506;18922484;19062688;19172296;19545957;19931504;20807531;21050048;21073053;21120363;21296846;21513853;21914534
angiostrongylus costaricensis,Helminth,homo sapiens,Human,0,16,NA,413446;2784029;5527668;8076197;8668840;9698907;11164746;11414459;12937720;15141273;16944203;17625700;18327506;20807531;21120363;21596163
angiostrongylus vasorum,Helminth,canis lupus,Mammal,120,26,68510516;68510517;68510518;187473271;187473273;187473275;187473277;194246347;194246350;194246351;194246352;295409246;295409248;295409250;295409252;295409288;295409314;295409316;295409318;295409320;295409360;295409362;295409364;295409366;295409368;295409370;295409372;295409404;295409406;295409408;295409410;295409412;295409414;295409416;295409418;295409420;295409422;295409424;295409472;295409474;295409476;295409478;295409480;295409482;295409484;295409486;295409488;295409490;295409492;295409494;295409496;295409498;295409500;295409502;295409504;295409506;295409508;295409510;295409512;295409514;295409516;295409536;295409538;295409539;295409580;295409582;295409584;295409590;295409592;295409594;295409596;295409606;295409608;295409610;295409612;295409614;295409616;295409630;295409632;295409644;295409646;295409648;295409650;295409652;295409654;295409656;295409658;295409660;295409662;295409664;295409666;295409668;295409670;295409672;295409674;295409676;295409678;295409680;295409682;295409684,2368287;3800129;3825238;4983280;4990602;5566713;8006392;8303806;11266011;11809333;11992714;12489005;12928886;12944046;15135869;16798954;18060430;18482330;18775603;19303213;19717830;20230439;20964690;21240853;21739378;21739375
anisakis physeteris,Helminth,homo sapiens,Human,0,5,NA,24630706;22360842;21501045;21377540;15614302
anisakis simplex,Helminth,homo sapiens,Human,0,38,NA,3054540;7571631;7623194;7687339;7706676;8297895;8528624;8745739;9198584;9201362;10445801;10629469;11309156;11319613;11599787;12030761;12078474;12125940;12389449;14561968;15152528;15174392;15614302;16202676;16400194;16600219;16785045;16883693;17269964;18482460;18576871;19537127;19874355;20139693;21310242;21461267;21468430;21729389
anncaliia algerae,Fungi,homo sapiens,Human,3,2,34495182;63099690;307147583,16004363;20958855
anoxybacillus pushchinoensis,Bacteria,homo sapiens,Human,4,0,285201282;285201285;285201290;285201292,NA
aonchotheca philippinensis,Helminth,homo sapiens,Human,1,0,578896661,NA
apophysomyces elegans,Fungi,homo sapiens,Human,2,5,28894217;54110021,7986910;8286630;9470406;9504064;10711895
aquamicrobium lusatiense,Bacteria,homo sapiens,Human,14,0,285184528;285184529;285184530;285184531;285184532;285184533;285184534;285184535;285184536;285184537;285184783;285184784;285184785;285184786,NA
arachnomyces nodosetosus,Fungi,homo sapiens,Human,1,1,529162589,19358449
arcanobacterium bernardiae,Bacteria,homo sapiens,Human,1,0,156637455,NA
arcanobacterium haemolyticum,Bacteria,homo sapiens,Human,0,10,NA,669489;835952;1766710;4708438;8406819;9733386;17672288;19020059;21689692;22029628
arcanobacterium pyogenes,Bacteria,homo sapiens,Human,0,10,NA,348137;669489;3216133;8462565;9733386;12549830;12887504;16726615;21944716;22029628
arcanobacterium pyogenes,Bacteria,odocoileus virginianus,Mammal,0,10,NA,23930157;21908365;19204349;15586566;15362844;14582788;12968764;12528433;11763729;2250322
arcobacter butzleri,Bacteria,homo sapiens,Human,204,10,267028442;283821204;315477932;315477934;315477936;315477938;315477941;315477943;315477945;315477947;315477948;315477982;315478006;315478016;315478040;315478123;315478177;315478191;315478197;315478230;315478269;315478277;315478324;315478332;315478351;315478357;315478359;315478393;315478480;315478501;315478514;315478562;315478683;315478856;315478907;315478928;315478938;315478940;315478986;315479038;315479040;315479051;315479084;315479134;315479140;315479218;315479220;315479222;315479224;315479226;315479229;315479261;315479276;315479299;315479302;315479320;315479324;315479330;315479358;315479440;315479444;315479474;315479477;315479593;315479602;315479627;315479651;315479657;315479708;315479722;315479771;315479917;315480089;315480109;315480132;315480335;315480359;315480384;315480386;315480389;315480391;315635318;315635320;315635323;315635325;315635350;315635374;315635577;315635600;315635620;315635792;315635938;315635987;315636001;315636052;315636058;315636082;315636107;315636116;315636232,8744740;10230906;16621345;21219725;21233511;17916160;14717547;14677254;8675340;1400961
arcobacter cryaerophilus,Bacteria,homo sapiens,Human,2,6,267028477;267028505,1400961;3230125;8675340;8744740;16621345;17097175
arthrobacter creatinolyticus,Bacteria,homo sapiens,Human,1,0,401836663,NA
arthrobacter mysorens,Bacteria,homo sapiens,Human,1,0,302372349,NA
arthrobacter woluwensis,Bacteria,homo sapiens,Human,1,0,83777799,NA
arthroderma benhamiae,Fungi,canis lupus,Mammal,1,0,390190126,NA
arthroderma benhamiae,Fungi,homo sapiens,Human,13,5,28971939;28972025;28972026;28972027;28972028;186909463;199601497;199601509;199601515;199601516;199601517;199601518;199601519,155666;1171366;11457639;16523278;21905949
arthroderma fulvum,Fungi,homo sapiens,Human,3,0,469799113;514825937;514825938,NA
arthroderma grubyi,Fungi,homo sapiens,Human,1,0,399220004,NA
arthroderma gypseum,Fungi,homo sapiens,Human,3,20,284812444;319429230;319429234,959943;980003;1224288;1506039;2056755;3221913;3587339;3724835;4274763;6540570;6727982;7141710;9470415;9476517;12385705;12875886;12963150;17267633;17944712;22057847
arthroderma obtusum,Fungi,homo sapiens,Human,0,5,NA,4636285;4759452;6505515;6727982;17267633
arthroderma otae,Fungi,canis lupus,Mammal,3,18,327206463;327206467;327206468,481563;3374701;4359529;5162261;5691043;7070401;8212483;8306866;9335154;11420927;11820261;12801367;12955848;16121230;17030920;18319432;20346301;21905632
arthroderma otae,Fungi,homo sapiens,Human,4,41,319429218;319429225;319429232;319429252,418728;692629;1929541;2056755;2150623;2774655;3384396;3724835;5391355;6431619;6649002;6727982;7153343;7170692;8425800;8426773;8684495;8789040;9470415;9929576;11098620;11195712;11469760;12470903;12963150;13852345;14466324;14998079;15328084;16167594;16920510;17267633;17944712;19415265;19549106;19563478;19882010;19886764;20085228;21872788;21905632
arthroderma simii,Fungi,homo sapiens,Human,6,4,440586442;440586443;440586633;440586634;440586635;440586637,155666;18798048;19194055;22057847
arthroderma vanbreuseghemii,Fungi,canis lupus,Mammal,3,0,199601478;199601495;327397113,NA
arthroderma vanbreuseghemii,Fungi,homo sapiens,Human,29,3,188523807;188523808;188523809;198278113;199601496;199601498;199601499;199601500;199601501;199601502;199601503;199601504;199601505;199601506;199601507;199601508;199601510;199601511;199601512;199601513;199601514;256773106;302566816;327397111;327397117;327397119;327397121;395627936;395627938,7219511;9476517;11486453
arthrographis kalrae,Fungi,homo sapiens,Human,1,0,270309024,NA
asaia bogorensis,Bacteria,homo sapiens,Human,1,0,34500074,NA
asaia lannaensis,Bacteria,homo sapiens,Human,2,0,299473896;299473897,NA
ascaris lumbricoides,Helminth,homo sapiens,Human,95,100,29888567;29888568;29888569;29888570;29888571;42821332;42821333;42821334;42821340;42821341;42821342;84794200;84794202;84794204;84794206;84794208;84794210;84794212;84794214;84794216;84794218;84794240;84794242;84794244;84794246;84794248;84794250;84794252;84794254;84794256;84794258;84794260;182407427;182407429;182407431;182407433;182407435;182407437;182407439;182407441;182407443;182407445;182407447;182407449;182407451;182407453;182407455;182407457;195954230;195954233;195954236;308035459;308035461;308035463;308035465;308035467;308035469;308035471;357640014;357640015;357640016;357640017;357640018;357640019;357640020;357640021;357640022;357640023;357640024;357640025;357640026;357640027;357640028;357640029;357640030;357640031;357640032;357640033;357640034;357640035;357640036;357640037;357640038;357640039;357640040;357640041;357640042;357640043;357640044;357640045;357640046;357640047;357640048;357640049;357640050,364674;749147;937158;1204764;1456465;1614731;1776466;1916531;2091353;2152283;2152358;2467777;2918573;3054540;3701056;4718127;4880409;6365746;6649998;7101403;7256354;7294851;7570818;7638966;7720194;7814280;7970892;8334456;8418455;8517484;8762668;8762676;8778663;9201362;10413956;10466983;10979919;11069259;11121853;11179329;12116863;12625824;12630495;12902643;12902675;12913561;14641789;15463076;16498857;16988133;17333726;17626351;17628910;17918058;18579170;18851939;18923706;19308251;19324046;19071966;19426111;18430913;17187930;19604268;16847506;16814294;16380838;14179063;20615381;21050048;21301872;21357944;13231840;21550700;21592622;21413317;12785174;10519555;9497539;8627497;7199033;7199027;6798890;6543421;6153170;4011316;3832340;3752042;3368668;2980156;2594421;16349;19390733;19547655;19562557;19858669;20270593;20270595;20428686;21508556
